"county_fips","avg_income","avg_size","avg_workers"
51001,58.12923731454,2.29399109792285,0.311955189345768
51003,99.2843447481149,2.34397154237331,0.34227635366378
51005,57.5644974493514,2.26395569159015,0.301320322133612
51007,67.0277735206471,2.50404427415922,0.405867745139775
51009,61.3164859751037,2.38348547717842,0.342785507714967
51011,65.3270889823381,2.46341463414634,0.363130882294046
51013,145.136971951889,2.11430169132363,0.294500120231223
51015,72.7755054822653,2.43736294336733,0.36989348189181
51017,58.5388148751357,2.18892508143322,0.339986944832222
51019,77.0215386079295,2.45518942731278,0.384593125719121
51021,59.366945333854,2.30495900039047,0.354768877484613
51023,81.9630545646917,2.40069528415961,0.388683158672575
51025,51.9456268829664,2.25326932627048,0.297006303487019
51027,43.7421319644839,2.2708102108768,0.250845136796858
51029,53.6008011593185,2.37730546284911,0.327580863717347
51031,63.0604225707829,2.37143869910054,0.351533199423002
51033,73.0188379303962,2.62300999629767,0.353391206987097
51035,50.3106707726764,2.22300431930891,0.316307613004141
51036,68.5913542243767,2.24515235457064,0.365033059622741
51037,49.6415635999109,2.1871240810871,0.304474429557967
51041,94.2266426216438,2.56411683123915,0.408028875224252
51043,98.2762214208439,2.41904075009016,0.3723247557227
51045,61.5458988044407,2.24508966695132,0.323747509251352
51047,84.4324318750745,2.79020145428537,0.378459678392624
51049,57.56822306143,2.46198388721047,0.329691171534072
51051,43.7505932731747,2.29302707136998,0.251697136606898
51053,65.8556568076028,2.41766873545384,0.343278715616768
51057,61.4157952808989,2.23797752808989,0.317506598894239
51059,146.953223769482,2.69514219913234,0.407048820260843
51061,116.144191162946,2.68773513920241,0.415831447440424
51063,61.5494825971594,2.34462306851881,0.339082253784923
51065,83.9268658823529,2.46639386189258,0.377882718304713
51067,65.6868427694701,2.34354741118506,0.342478934193324
51069,86.6797925991653,2.56541457162575,0.396501222987469
51071,59.0831040960452,2.34661016949153,0.327653517621738
51073,79.6605958443675,2.46031099341346,0.372706539441107
51075,114.896279281466,2.53938584779706,0.440834147309452
51077,45.2886816130003,2.14504965392717,0.290843937635241
51079,79.3718960805962,2.62503450179409,0.365308281744939
51081,50.6416294875308,2.38421485338449,0.307922943960215
51083,50.4792938247012,2.26536710301651,0.313525264023273
51085,101.099007392262,2.58031875851945,0.435992754202095
51087,90.5581316812555,2.37200372075274,0.359517818385007
51089,47.9326668024624,2.2807803729857,0.306572550862338
51091,64.4036973344798,1.94239036973345,0.291573516766982
51093,80.9566737839367,2.45277149321267,0.381202697425123
51095,100.155450416138,2.34112709832134,0.354308863833305
51097,66.2154110516934,2.41426024955437,0.327033924680984
51099,100.034811878977,2.74265937255778,0.406796581905435
51101,80.8382295405895,2.64021076897744,0.418084861695927
51103,71.8047337534462,1.9486018117369,0.285558618878824
51105,46.6098469332758,2.37921741942438,0.262223907564536
51107,151.839444822448,2.95362138895787,0.444258111403616
51109,73.8068041352542,2.45853549302083,0.352068337971897
51111,48.4844407390717,2.3605227579991,0.297568080860105
51113,76.8380325362603,2.32928263426107,0.357918463347707
51115,81.3047739107333,2.17321997874601,0.328955813639661
51117,53.9393944307666,2.19526275575176,0.302585412295491
51119,65.8771477876106,2.07411504424779,0.307008884674813
51121,73.3998998279703,2.34955864519586,0.31952746006229
51125,67.4416722546909,2.34973854198708,0.327953303745368
51127,97.9145027829314,2.59766763848397,0.432442448222331
51131,57.7907903288201,2.22688588007737,0.2906484295846
51133,71.4827229061904,2.18085659788452,0.309103107169693
51135,48.7518568888889,2.49457777777778,0.292883104056438
51137,76.6105016732357,2.52755261396594,0.350273615232343
51139,56.5389572983828,2.38251770425959,0.341164479743911
51141,49.0146902286902,2.24714137214137,0.302060903623405
51143,54.0320846707665,2.34509524523774,0.340593089393154
51145,97.819400622365,2.62075888375828,0.443036992954178
51147,56.7443235497716,2.40440260279662,0.315785937338616
51149,83.689648052641,2.68868931175529,0.408163964150539
51153,119.391775191901,3.02554113800999,0.423514752549712
51155,60.4139137753349,2.28478186190313,0.32487701275403
51157,88.1301761508952,2.28356777493606,0.331354915154468
51159,55.203826625387,2.45294117647059,0.297757383655216
51161,78.2865359340774,2.36369562949828,0.360122736683773
51163,70.5824993979201,2.36245210727969,0.33559239276809
51165,72.4237003220929,2.54259514888582,0.381379294963893
51167,50.8526315789474,2.24837779379957,0.278005086918211
51169,49.9220345634965,2.26703088415654,0.277971213014138
51171,64.4824729580253,2.36426616987833,0.342611035798147
51173,49.6311222291602,2.34553543552919,0.314289988552398
51175,67.4600263395545,2.50015051173992,0.358703042726221
51177,99.0114924885998,2.82296706094766,0.406205961709308
51179,119.743937563586,3.00774096518777,0.437864378289911
51181,62.605482509917,2.39235485034259,0.369021938513465
51183,53.4924079219628,2.2169671888856,0.305264801215141
51185,56.3775633859862,2.29445119481571,0.288552426505908
51187,78.9418088495575,2.57975221238938,0.38361008568619
51191,60.7380316970672,2.26238376251788,0.328097413112836
51193,74.2640176931388,2.2027282549973,0.324861239741711
51195,51.1284609162633,2.38288138964397,0.290872016114011
51197,56.9490840696794,2.28688041740301,0.32881046553099
51199,102.881143163362,2.6552207428171,0.414526469312327
51510,122.724091937579,2.05215829963651,0.296407543500009
51520,48.8212655153805,2.19144630329196,0.31136349035027
51530,47.256860411012,2.40054284606437,0.307229177052752
51540,79.2594637026557,2.23764693077928,0.283941787424591
51550,88.3826237587838,2.64031639675379,0.404989500668406
51570,66.6713394547252,2.38550642746151,0.309370754341795
51580,49.8168047559449,2.32457238214435,0.253226255041023
51590,48.2169447510823,2.1719696969697,0.282673374905515
51595,47.9461783860311,2.39735724398301,0.287745792040271
51600,128.008314775414,2.65413711583924,0.402321036266071
51610,171.404334278156,2.4385865457294,0.356208382824029
51620,60.7912958152958,2.32207792207792,0.309090909090908
51630,79.2312106736151,2.17950202663578,0.315567680137742
51640,44.8358310308183,2.15586255756288,0.276082941146703
51650,64.8838694878757,2.27444995786911,0.31980156129487
51660,56.2673032855436,2.49169653524492,0.313447118393354
51670,54.6258036910909,2.35955179611117,0.297107743526506
51678,55.3814576183047,1.80603224128965,0.203024787658173
51680,56.7060707873174,2.289490559316,0.311099787379623
51683,93.0503944261505,2.91655288731829,0.416379457111124
51685,92.343397851727,3.09962089300758,0.394467344646367
51690,51.4609569010644,2.25126504972954,0.272286270990685
51700,64.1932030091647,2.33440838246454,0.316308535234014
51710,63.022000218125,2.33082680871582,0.293920460612767
51720,40.8169910313901,2.20459641255605,0.240430368709517
51730,46.736794070937,2.13211827875671,0.2587977417895
51735,101.123237928774,2.42997596679047,0.381247333978381
51740,59.1326693185559,2.31520904202787,0.292977647649551
51750,49.3788133527379,2.29124977260324,0.247145701407116
51760,66.9951964103427,2.04132592966515,0.23099835348277
51770,55.6709026617954,2.14938792939837,0.284863961716782
51775,72.7164434756464,2.28232110643416,0.321828021647626
51790,62.4061169489903,2.11608766389128,0.305795344583747
51800,82.4048138756278,2.62254324508649,0.386344079037361
51810,88.0558406102052,2.54772607718426,0.380457364469051
51820,52.8135533862784,2.29362453121553,0.292064411248726
51830,75.9034970861213,1.99740988560328,0.251293258507806
51840,73.484948476401,2.34855330193213,0.312477894807511
